State,Year,Quarter,Brand,Registered Users,Percentage
Kerala,2019,1,Vivo,"202,577",9%
Kerala,2019,1,Oppo,"195,876",9%
Kerala,2019,1,Apple,"141,765",7%
Kerala,2019,1,Huawei,"121,756",6%
Kerala,2019,1,Realme,"98,968",5%
Kerala,2019,1,OnePlus,"72,822",3%
Kerala,2019,1,Motorola,"63,627",3%
Kerala,2019,1,Lenovo,"58,335",3%
Kerala,2019,1,Others,"193,775",9%
Kerala,2019,2,Xiaomi,"646,056",25%
Kerala,2019,2,Samsung,"526,625",21%
Kerala,2019,2,Vivo,"249,735",10%
Kerala,2019,2,Oppo,"241,558",9%
Kerala,2019,2,Apple,"164,485",6%
Kerala,2019,2,Huawei,"150,573",6%
Kerala,2019,2,Realme,"116,766",5%
Kerala,2019,2,OnePlus,"79,737",3%
Kerala,2019,2,Motorola,"74,622",3%
Kerala,2019,2,Lenovo,"70,249",3%
Kerala,2019,2,Others,"229,761",9%
Kerala,2019,3,Xiaomi,"747,507",25%
Kerala,2019,3,Samsung,"622,999",21%
Kerala,2019,3,Vivo,"304,898",10%
Kerala,2019,3,Oppo,"292,609",10%
Kerala,2019,3,Apple,"189,074",6%
Kerala,2019,3,Huawei,"183,186",6%
Kerala,2019,3,Realme,"138,602",5%
Kerala,2019,3,OnePlus,"87,906",3%
Kerala,2019,3,Motorola,"82,456",3%
Kerala,2019,3,Lenovo,"75,786",3%
Kerala,2019,3,Others,"265,940",9%
Kerala,2019,4,Xiaomi,"865,305",25%
Kerala,2019,4,Samsung,"732,411",21%
Kerala,2019,4,Vivo,"370,217",11%
Kerala,2019,4,Oppo,"354,067",10%
Kerala,2019,4,Huawei,"219,873",6%
Kerala,2019,4,Apple,"216,607",6%
Kerala,2019,4,Realme,"169,629",5%
Kerala,2019,4,OnePlus,"96,332",3%
Kerala,2019,4,Motorola,"92,194",3%
Kerala,2019,4,Lenovo,"84,283",2%
Kerala,2019,4,Others,"303,020",9%
Kerala,2020,1,Xiaomi,"990,472",24%
Kerala,2020,1,Samsung,"858,444",21%
Kerala,2020,1,Vivo,"448,326",11%
Kerala,2020,1,Oppo,"423,226",10%
Kerala,2020,1,Huawei,"259,148",6%
Kerala,2020,1,Apple,"248,003",6%
Kerala,2020,1,Realme,"202,442",5%
Kerala,2020,1,OnePlus,"103,907",3%
Kerala,2020,1,Motorola,"100,697",2%
Kerala,2020,1,Lenovo,"96,507",2%
Kerala,2020,1,Others,"347,144",9%
Kerala,2020,2,Xiaomi,"1,124,154",24%
Kerala,2020,2,Samsung,"1,009,812",21%
Kerala,2020,2,Vivo,"545,130",12%
Kerala,2020,2,Oppo,"505,563",11%
Kerala,2020,2,Huawei,"303,050",6%
Kerala,2020,2,Apple,"274,565",6%
Kerala,2020,2,Realme,"235,063",5%
Kerala,2020,2,Motorola,"111,798",2%
Kerala,2020,2,Lenovo,"109,268",2%
Kerala,2020,2,OnePlus,"109,047",2%
Kerala,2020,2,Others,"401,394",8%
Kerala,2020,3,Xiaomi,"1,299,988",23%
Kerala,2020,3,Samsung,"1,205,428",22%
Kerala,2020,3,Vivo,"688,186",12%
Kerala,2020,3,Oppo,"608,874",11%
Kerala,2020,3,Huawei,"356,331",6%
Kerala,2020,3,Apple,"315,220",6%
Kerala,2020,3,Realme,"282,157",5%
Kerala,2020,3,Lenovo,"126,302",2%
Kerala,2020,3,Motorola,"124,372",2%
Kerala,2020,3,OnePlus,"117,670",2%
Kerala,2020,3,Others,"457,772",8%
Kerala,2020,4,Xiaomi,"1,466,789",23%
Kerala,2020,4,Samsung,"1,399,186",22%
Kerala,2020,4,Vivo,"811,546",13%
Kerala,2020,4,Oppo,"707,082",11%
Kerala,2020,4,Huawei,"402,396",6%
Kerala,2020,4,Apple,"364,712",6%
Kerala,2020,4,Realme,"332,456",5%
Kerala,2020,4,Lenovo,"139,386",2%
Kerala,2020,4,Motorola,"134,213",2%
Kerala,2020,4,OnePlus,"127,085",2%
Kerala,2020,4,Others,"502,318",8%
Kerala,2021,1,Xiaomi,"1,589,645",23%
Kerala,2021,1,Samsung,"1,517,006",22%
Kerala,2021,1,Vivo,"906,705",13%
Kerala,2021,1,Oppo,"775,012",11%
Kerala,2021,1,Huawei,"426,164",6%
Kerala,2021,1,Apple,"398,950",6%
Kerala,2021,1,Realme,"378,100",5%
Kerala,2021,1,Lenovo,"140,787",2%
Kerala,2021,1,Motorola,"138,567",2%
Kerala,2021,1,OnePlus,"135,957",2%
Kerala,2021,1,Others,"530,050",8%
Kerala,2021,2,Xiaomi,"1,714,598",23%
Kerala,2021,2,Samsung,"1,605,779",22%
Kerala,2021,2,Vivo,"999,633",13%
Kerala,2021,2,Oppo,"831,538",11%
Kerala,2021,2,Realme,"444,654",6%
Kerala,2021,2,Huawei,"427,830",6%
Kerala,2021,2,Apple,"427,612",6%
Kerala,2021,2,OnePlus,"146,086",2%
Kerala,2021,2,Lenovo,"138,448",2%
Kerala,2021,2,Motorola,"138,108",2%
Kerala,2021,2,Others,"541,797",7%
Ladakh,2018,1,Xiaomi,"2,316",26%
Ladakh,2018,1,Samsung,"1,720",20%
Ladakh,2018,1,Vivo,"1,570",18%
Ladakh,2018,1,Oppo,"1,138",13%
Ladakh,2018,1,Realme,429,5%
Ladakh,2018,1,Apple,259,3%
Ladakh,2018,1,OnePlus,233,3%
Ladakh,2018,1,Motorola,161,2%
Ladakh,2018,1,Lenovo,159,2%
Ladakh,2018,1,Micromax,117,1%
Ladakh,2018,1,Others,682,8%
Ladakh,2018,2,Xiaomi,"3,442",27%
Ladakh,2018,2,Samsung,"2,443",19%
Ladakh,2018,2,Vivo,"2,394",19%
Ladakh,2018,2,Oppo,"1,754",14%
Ladakh,2018,2,Realme,606,5%
Ladakh,2018,2,Apple,358,3%
Ladakh,2018,2,OnePlus,320,2%
Ladakh,2018,2,Motorola,265,2%
Ladakh,2018,2,Lenovo,206,2%
Ladakh,2018,2,Micromax,188,1%
Ladakh,2018,2,Others,942,7%
Ladakh,2018,3,Xiaomi,"4,906",28%
Ladakh,2018,3,Vivo,"3,378",19%
Ladakh,2018,3,Samsung,"3,360",19%
Ladakh,2018,3,Oppo,"2,448",14%
Ladakh,2018,3,Realme,819,5%
Ladakh,2018,3,Apple,457,3%
Ladakh,2018,3,OnePlus,440,2%
Ladakh,2018,3,Motorola,364,2%
Ladakh,2018,3,Lenovo,240,1%
Ladakh,2018,3,Huawei,200,1%
Ladakh,2018,3,Others,"1,137",6%
Ladakh,2018,4,Xiaomi,"6,734",28%
Ladakh,2018,4,Vivo,"4,711",20%
Ladakh,2018,4,Samsung,"4,481",19%
Ladakh,2018,4,Oppo,"3,307",14%
Ladakh,2018,4,Realme,"1,087",5%
Ladakh,2018,4,Apple,591,2%
Ladakh,2018,4,OnePlus,555,2%
Ladakh,2018,4,Motorola,486,2%
Ladakh,2018,4,Lenovo,349,1%
Ladakh,2018,4,Huawei,278,1%
Ladakh,2018,4,Others,"1,304",5%
Ladakh,2019,1,Xiaomi,"8,452",29%
Ladakh,2019,1,Vivo,"5,967",20%
Ladakh,2019,1,Samsung,"5,464",18%
Ladakh,2019,1,Oppo,"4,167",14%
Ladakh,2019,1,Realme,"1,345",5%
Ladakh,2019,1,Apple,703,2%
Ladakh,2019,1,OnePlus,669,2%
Ladakh,2019,1,Motorola,564,2%
Ladakh,2019,1,Lenovo,380,1%
Ladakh,2019,1,Huawei,375,1%
Ladakh,2019,1,Others,"1,563",5%
Ladakh,2019,2,Xiaomi,"10,276",29%
Ladakh,2019,2,Vivo,"7,098",20%
Ladakh,2019,2,Samsung,"6,545",18%
Ladakh,2019,2,Oppo,"5,008",14%
Ladakh,2019,2,Realme,"1,573",4%
Ladakh,2019,2,Apple,862,2%
Ladakh,2019,2,OnePlus,777,2%
Ladakh,2019,2,Motorola,658,2%
Ladakh,2019,2,Lenovo,465,1%
Ladakh,2019,2,Huawei,458,1%
Ladakh,2019,2,Others,"1,796",5%
Ladakh,2019,3,Xiaomi,"11,485",29%
Ladakh,2019,3,Vivo,"7,940",20%
Ladakh,2019,3,Samsung,"7,048",18%
Ladakh,2019,3,Oppo,"5,503",14%
Ladakh,2019,3,Realme,"1,760",4%
Ladakh,2019,3,Apple,953,2%
Ladakh,2019,3,OnePlus,884,2%
Ladakh,2019,3,Motorola,683,2%
Ladakh,2019,3,Huawei,560,1%
Ladakh,2019,3,Lenovo,442,1%
Ladakh,2019,3,Others,"1,915",5%
Ladakh,2019,4,Xiaomi,"12,590",29%
Ladakh,2019,4,Vivo,"8,910",21%
Ladakh,2019,4,Samsung,"7,684",18%
Ladakh,2019,4,Oppo,"6,141",14%
Ladakh,2019,4,Realme,"2,003",5%
Ladakh,2019,4,Apple,"1,058",2%
Ladakh,2019,4,OnePlus,954,2%
Ladakh,2019,4,Motorola,752,2%
Ladakh,2019,4,Huawei,607,1%
Ladakh,2019,4,Lenovo,433,1%
Ladakh,2019,4,Others,"1,976",5%
Ladakh,2020,1,Xiaomi,"13,890",29%
Ladakh,2020,1,Vivo,"10,052",21%
Ladakh,2020,1,Samsung,"8,475",18%
Ladakh,2020,1,Oppo,"6,916",14%
Ladakh,2020,1,Realme,"2,292",5%
Ladakh,2020,1,Apple,"1,130",2%
Ladakh,2020,1,OnePlus,"1,058",2%
Ladakh,2020,1,Motorola,787,2%
Ladakh,2020,1,Huawei,703,1%
Ladakh,2020,1,Lenovo,453,1%
Ladakh,2020,1,Others,"2,034",4%
Ladakh,2020,2,Xiaomi,"15,512",29%
Ladakh,2020,2,Vivo,"11,201",21%
Ladakh,2020,2,Samsung,"9,371",18%
Ladakh,2020,2,Oppo,"7,736",15%
Ladakh,2020,2,Realme,"2,628",5%
Ladakh,2020,2,Apple,"1,234",2%
Ladakh,2020,2,OnePlus,"1,131",2%
Ladakh,2020,2,Motorola,828,2%
Ladakh,2020,2,Huawei,786,1%
Ladakh,2020,2,Lenovo,461,1%
Ladakh,2020,2,Others,"2,146",4%
Ladakh,2020,3,Xiaomi,"17,122",29%
Ladakh,2020,3,Vivo,"12,388",21%
Ladakh,2020,3,Samsung,"10,309",18%
Ladakh,2020,3,Oppo,"8,583",15%
Ladakh,2020,3,Realme,"3,003",5%
Ladakh,2020,3,Apple,"1,338",2%
Ladakh,2020,3,OnePlus,"1,228",2%
Ladakh,2020,3,Motorola,865,1%
Ladakh,2020,3,Huawei,851,1%
Ladakh,2020,3,Lenovo,500,1%
Ladakh,2020,3,Others,"2,214",4%
Ladakh,2020,4,Xiaomi,"18,866",29%
Ladakh,2020,4,Vivo,"13,750",21%
Ladakh,2020,4,Samsung,"11,484",18%
Ladakh,2020,4,Oppo,"9,683",15%
Ladakh,2020,4,Realme,"3,480",5%
Ladakh,2020,4,Apple,"1,484",2%
Ladakh,2020,4,OnePlus,"1,397",2%
Ladakh,2020,4,Huawei,924,1%
Ladakh,2020,4,Motorola,912,1%
Ladakh,2020,4,Lenovo,524,1%
Ladakh,2020,4,Others,"2,349",4%
Ladakh,2021,1,Xiaomi,"20,199",29%
Ladakh,2021,1,Vivo,"15,183",22%
Ladakh,2021,1,Samsung,"12,232",17%
Ladakh,2021,1,Oppo,"10,382",15%
Ladakh,2021,1,Realme,"3,940",6%
Ladakh,2021,1,Apple,"1,613",2%
Ladakh,2021,1,OnePlus,"1,531",2%
Ladakh,2021,1,Huawei,941,1%
Ladakh,2021,1,Motorola,924,1%
Ladakh,2021,1,Lenovo,520,1%
Ladakh,2021,1,Others,"2,454",4%
Ladakh,2021,2,Xiaomi,"21,227",28%
Ladakh,2021,2,Vivo,"16,463",22%
Ladakh,2021,2,Samsung,"13,134",18%
Ladakh,2021,2,Oppo,"11,029",15%
Ladakh,2021,2,Realme,"4,715",6%
Ladakh,2021,2,Apple,"1,823",2%
Ladakh,2021,2,OnePlus,"1,741",2%
Ladakh,2021,2,Motorola,922,1%
Ladakh,2021,2,Huawei,894,1%
Ladakh,2021,2,Lenovo,490,1%
Ladakh,2021,2,Others,"2,610",3%
Lakshadweep,2018,1,Samsung,102,20%
Lakshadweep,2018,1,Xiaomi,100,20%
Lakshadweep,2018,1,Vivo,67,13%
Lakshadweep,2018,1,Oppo,56,11%
Lakshadweep,2018,1,Huawei,25,5%
Lakshadweep,2018,1,OnePlus,22,4%
Lakshadweep,2018,1,Apple,20,4%
Lakshadweep,2018,1,Realme,20,4%
Lakshadweep,2018,1,Gionee,12,2%
Lakshadweep,2018,1,COOLPAD,10,2%
Lakshadweep,2018,1,Others,67,13%
Lakshadweep,2018,2,Xiaomi,147,21%
Lakshadweep,2018,2,Samsung,128,19%
Lakshadweep,2018,2,Vivo,97,14%
Lakshadweep,2018,2,Oppo,87,13%
Lakshadweep,2018,2,Apple,35,5%
Lakshadweep,2018,2,Huawei,31,5%
Lakshadweep,2018,2,OnePlus,29,4%
Lakshadweep,2018,2,Realme,24,3%
Lakshadweep,2018,2,Lenovo,16,2%
Lakshadweep,2018,2,Gionee,15,2%
Lakshadweep,2018,2,Others,77,11%
Lakshadweep,2018,3,Xiaomi,195,21%
Lakshadweep,2018,3,Samsung,166,18%
Lakshadweep,2018,3,Vivo,134,15%
Lakshadweep,2018,3,Oppo,121,13%
Lakshadweep,2018,3,Apple,46,5%
Lakshadweep,2018,3,Huawei,44,5%
Lakshadweep,2018,3,OnePlus,40,4%
Lakshadweep,2018,3,Realme,35,4%
Lakshadweep,2018,3,Lenovo,18,2%
Lakshadweep,2018,3,Gionee,16,2%
Lakshadweep,2018,3,Others,103,11%
Lakshadweep,2018,4,Xiaomi,245,21%
Lakshadweep,2018,4,Samsung,198,17%
Lakshadweep,2018,4,Vivo,190,16%
Lakshadweep,2018,4,Oppo,153,13%
Lakshadweep,2018,4,Huawei,62,5%
Lakshadweep,2018,4,Realme,55,5%
Lakshadweep,2018,4,Apple,51,4%
Lakshadweep,2018,4,OnePlus,47,4%
Lakshadweep,2018,4,Lenovo,24,2%
Lakshadweep,2018,4,Motorola,18,2%
Lakshadweep,2018,4,Others,113,10%
Lakshadweep,2019,1,Xiaomi,298,21%
Lakshadweep,2019,1,Vivo,240,17%
Lakshadweep,2019,1,Samsung,231,16%
Lakshadweep,2019,1,Oppo,198,14%
Lakshadweep,2019,1,Huawei,97,7%
Lakshadweep,2019,1,Realme,67,5%
Lakshadweep,2019,1,Apple,55,4%
Lakshadweep,2019,1,OnePlus,52,4%
Lakshadweep,2019,1,Lenovo,31,2%
Lakshadweep,2019,1,Motorola,24,2%
Lakshadweep,2019,1,Others,123,9%
Lakshadweep,2019,2,Xiaomi,377,22%
Lakshadweep,2019,2,Vivo,309,18%
Lakshadweep,2019,2,Samsung,277,16%
Lakshadweep,2019,2,Oppo,246,14%
Lakshadweep,2019,2,Huawei,132,8%
Lakshadweep,2019,2,Realme,86,5%
Lakshadweep,2019,2,OnePlus,58,3%
Lakshadweep,2019,2,Apple,57,3%
Lakshadweep,2019,2,Lenovo,36,2%
Lakshadweep,2019,2,Motorola,32,2%
Lakshadweep,2019,2,Others,137,8%
Lakshadweep,2019,3,Xiaomi,442,21%
Lakshadweep,2019,3,Vivo,378,18%
Lakshadweep,2019,3,Samsung,343,16%
Lakshadweep,2019,3,Oppo,331,16%
Lakshadweep,2019,3,Huawei,174,8%
Lakshadweep,2019,3,Realme,103,5%
Lakshadweep,2019,3,Apple,68,3%
Lakshadweep,2019,3,OnePlus,64,3%
Lakshadweep,2019,3,Motorola,36,2%
Lakshadweep,2019,3,Lenovo,33,2%
Lakshadweep,2019,3,Others,145,7%
Lakshadweep,2019,4,Xiaomi,496,20%
Lakshadweep,2019,4,Vivo,462,19%
Lakshadweep,2019,4,Samsung,394,16%
Lakshadweep,2019,4,Oppo,371,15%
Lakshadweep,2019,4,Huawei,202,8%
Lakshadweep,2019,4,Realme,124,5%
Lakshadweep,2019,4,Apple,72,3%
Lakshadweep,2019,4,OnePlus,70,3%
Lakshadweep,2019,4,Motorola,37,2%
Lakshadweep,2019,4,Lenovo,35,1%
Lakshadweep,2019,4,Others,164,7%
Lakshadweep,2020,1,Xiaomi,560,20%
Lakshadweep,2020,1,Vivo,548,20%
Lakshadweep,2020,1,Samsung,431,16%
Lakshadweep,2020,1,Oppo,426,15%
Lakshadweep,2020,1,Huawei,237,9%
Lakshadweep,2020,1,Realme,152,5%
Lakshadweep,2020,1,Apple,81,3%
Lakshadweep,2020,1,OnePlus,77,3%
Lakshadweep,2020,1,Lenovo,47,2%
Lakshadweep,2020,1,Motorola,38,1%
Lakshadweep,2020,1,Others,175,6%
Lakshadweep,2020,2,Vivo,654,21%
Lakshadweep,2020,2,Xiaomi,654,21%
Lakshadweep,2020,2,Samsung,495,16%
Lakshadweep,2020,2,Oppo,489,15%
Lakshadweep,2020,2,Huawei,266,8%
Lakshadweep,2020,2,Realme,195,6%
Lakshadweep,2020,2,Apple,85,3%
Lakshadweep,2020,2,OnePlus,81,3%
Lakshadweep,2020,2,Lenovo,44,1%
Lakshadweep,2020,2,Motorola,41,1%
Lakshadweep,2020,2,Others,183,6%
Lakshadweep,2020,3,Vivo,784,22%
Lakshadweep,2020,3,Xiaomi,736,20%
Lakshadweep,2020,3,Oppo,567,16%
Lakshadweep,2020,3,Samsung,550,15%
Lakshadweep,2020,3,Huawei,302,8%
Lakshadweep,2020,3,Realme,222,6%
Lakshadweep,2020,3,Apple,91,2%
Lakshadweep,2020,3,OnePlus,87,2%
Lakshadweep,2020,3,Lenovo,50,1%
Lakshadweep,2020,3,Motorola,44,1%
Lakshadweep,2020,3,Others,211,6%
Lakshadweep,2020,4,Vivo,934,22%
Lakshadweep,2020,4,Xiaomi,838,20%
Lakshadweep,2020,4,Oppo,639,15%
Lakshadweep,2020,4,Samsung,635,15%
Lakshadweep,2020,4,Huawei,346,8%
Lakshadweep,2020,4,Realme,272,7%
Lakshadweep,2020,4,Apple,101,2%
Lakshadweep,2020,4,OnePlus,97,2%
Lakshadweep,2020,4,Lenovo,52,1%
Lakshadweep,2020,4,Motorola,47,1%
Lakshadweep,2020,4,Others,218,5%
Lakshadweep,2021,1,Vivo,"1,032",23%
Lakshadweep,2021,1,Xiaomi,921,20%
Lakshadweep,2021,1,Oppo,720,16%
Lakshadweep,2021,1,Samsung,693,15%
Lakshadweep,2021,1,Huawei,371,8%
Lakshadweep,2021,1,Realme,302,7%
Lakshadweep,2021,1,Apple,106,2%
Lakshadweep,2021,1,OnePlus,103,2%
Lakshadweep,2021,1,Lenovo,54,1%
Lakshadweep,2021,1,Motorola,46,1%
Lakshadweep,2021,1,Others,229,5%
Lakshadweep,2021,2,Vivo,"1,118",23%
Lakshadweep,2021,2,Xiaomi,970,20%
Lakshadweep,2021,2,Oppo,771,16%
Lakshadweep,2021,2,Samsung,717,15%
Lakshadweep,2021,2,Huawei,379,8%
Lakshadweep,2021,2,Realme,350,7%
Lakshadweep,2021,2,Apple,121,2%
Lakshadweep,2021,2,OnePlus,118,2%
Lakshadweep,2021,2,Lenovo,60,1%
Lakshadweep,2021,2,Motorola,42,1%
Lakshadweep,2021,2,Others,250,5%
Madhya Pradesh,2018,1,Xiaomi,"652,241",26%
Madhya Pradesh,2018,1,Samsung,"490,595",19%
Madhya Pradesh,2018,1,Vivo,"380,809",15%
Madhya Pradesh,2018,1,Oppo,"256,901",10%
Madhya Pradesh,2018,1,Realme,"146,657",6%
Madhya Pradesh,2018,1,Motorola,"66,919",3%
Madhya Pradesh,2018,1,Micromax,"59,025",2%
Madhya Pradesh,2018,1,Apple,"57,650",2%
Madhya Pradesh,2018,1,OnePlus,"55,940",2%
Madhya Pradesh,2018,1,Lenovo,"51,523",2%
Madhya Pradesh,2018,1,Others,"335,343",13%
Madhya Pradesh,2018,2,Xiaomi,"890,108",26%
Madhya Pradesh,2018,2,Samsung,"654,270",19%
Madhya Pradesh,2018,2,Vivo,"531,042",15%
Madhya Pradesh,2018,2,Oppo,"352,090",10%
Madhya Pradesh,2018,2,Realme,"192,521",6%
Madhya Pradesh,2018,2,Motorola,"85,306",2%
Madhya Pradesh,2018,2,Micromax,"82,296",2%
Madhya Pradesh,2018,2,Apple,"72,862",2%
Madhya Pradesh,2018,2,OnePlus,"68,143",2%
Madhya Pradesh,2018,2,Lenovo,"65,308",2%
Madhya Pradesh,2018,2,Others,"447,716",13%
Madhya Pradesh,2018,3,Xiaomi,"1,132,909",26%
Madhya Pradesh,2018,3,Samsung,"816,822",19%
Madhya Pradesh,2018,3,Vivo,"697,677",16%
Madhya Pradesh,2018,3,Oppo,"452,478",11%
Madhya Pradesh,2018,3,Realme,"239,549",6%
Madhya Pradesh,2018,3,Motorola,"99,876",2%
Madhya Pradesh,2018,3,Micromax,"90,871",2%
Madhya Pradesh,2018,3,Apple,"84,853",2%
Madhya Pradesh,2018,3,OnePlus,"79,210",2%
Madhya Pradesh,2018,3,Lenovo,"71,683",2%
Madhya Pradesh,2018,3,Others,"543,381",13%
Madhya Pradesh,2018,4,Xiaomi,"1,416,415",26%
Madhya Pradesh,2018,4,Samsung,"1,015,220",19%
Madhya Pradesh,2018,4,Vivo,"905,510",17%
Madhya Pradesh,2018,4,Oppo,"579,831",11%
Madhya Pradesh,2018,4,Realme,"294,612",5%
Madhya Pradesh,2018,4,Motorola,"117,954",2%
Madhya Pradesh,2018,4,Micromax,"103,324",2%
Madhya Pradesh,2018,4,Apple,"100,071",2%
Madhya Pradesh,2018,4,OnePlus,"90,958",2%
Madhya Pradesh,2018,4,Lenovo,"84,373",2%
Madhya Pradesh,2018,4,Others,"657,174",12%
Madhya Pradesh,2019,1,Xiaomi,"1,692,888",26%
Madhya Pradesh,2019,1,Samsung,"1,214,286",19%
Madhya Pradesh,2019,1,Vivo,"1,118,407",17%
Madhya Pradesh,2019,1,Oppo,"713,079",11%
Madhya Pradesh,2019,1,Realme,"347,539",5%
Madhya Pradesh,2019,1,Motorola,"132,833",2%
Madhya Pradesh,2019,1,Micromax,"115,580",2%
Madhya Pradesh,2019,1,Apple,"114,562",2%
Madhya Pradesh,2019,1,OnePlus,"102,145",2%
Madhya Pradesh,2019,1,Lenovo,"94,449",1%
Madhya Pradesh,2019,1,Others,"768,635",12%
Madhya Pradesh,2019,2,Xiaomi,"1,936,039",27%
Madhya Pradesh,2019,2,Samsung,"1,385,430",19%
Madhya Pradesh,2019,2,Vivo,"1,303,162",18%
Madhya Pradesh,2019,2,Oppo,"827,579",11%
Madhya Pradesh,2019,2,Realme,"396,497",5%
Madhya Pradesh,2019,2,Motorola,"145,364",2%
Madhya Pradesh,2019,2,Apple,"127,711",2%
Madhya Pradesh,2019,2,Micromax,"120,323",2%
Madhya Pradesh,2019,2,OnePlus,"111,156",2%
Madhya Pradesh,2019,2,Lenovo,"103,102",1%
Madhya Pradesh,2019,2,Others,"844,809",12%
Madhya Pradesh,2019,3,Xiaomi,"2,182,732",27%
Madhya Pradesh,2019,3,Samsung,"1,532,795",19%
Madhya Pradesh,2019,3,Vivo,"1,494,051",18%
Madhya Pradesh,2019,3,Oppo,"939,484",11%
Madhya Pradesh,2019,3,Realme,"456,103",6%
Madhya Pradesh,2019,3,Motorola,"154,465",2%
Madhya Pradesh,2019,3,Apple,"139,917",2%
Madhya Pradesh,2019,3,Micromax,"129,516",2%
Madhya Pradesh,2019,3,OnePlus,"120,190",1%
Madhya Pradesh,2019,3,Huawei,"113,980",1%
Madhya Pradesh,2019,3,Others,"917,431",11%
Madhya Pradesh,2019,4,Xiaomi,"2,450,683",27%
Madhya Pradesh,2019,4,Vivo,"1,711,918",19%
Madhya Pradesh,2019,4,Samsung,"1,704,518",19%
Madhya Pradesh,2019,4,Oppo,"1,069,906",12%
Madhya Pradesh,2019,4,Realme,"529,253",6%
Madhya Pradesh,2019,4,Motorola,"165,303",2%
Madhya Pradesh,2019,4,Apple,"150,743",2%
Madhya Pradesh,2019,4,Micromax,"136,341",1%
Madhya Pradesh,2019,4,OnePlus,"127,622",1%
Madhya Pradesh,2019,4,Huawei,"125,734",1%
Madhya Pradesh,2019,4,Others,"993,220",11%
Madhya Pradesh,2020,1,Xiaomi,"2,697,286",27%
Madhya Pradesh,2020,1,Vivo,"1,956,817",19%
Madhya Pradesh,2020,1,Samsung,"1,873,824",18%
Madhya Pradesh,2020,1,Oppo,"1,206,327",12%
Madhya Pradesh,2020,1,Realme,"607,456",6%
Madhya Pradesh,2020,1,Motorola,"174,003",2%
Madhya Pradesh,2020,1,Apple,"160,868",2%
Madhya Pradesh,2020,1,Huawei,"136,299",1%
Madhya Pradesh,2020,1,Micromax,"135,703",1%
Madhya Pradesh,2020,1,OnePlus,"133,926",1%
Madhya Pradesh,2020,1,Others,"1,068,862",11%
Madhya Pradesh,2020,2,Xiaomi,"3,003,291",26%
Madhya Pradesh,2020,2,Vivo,"2,247,524",20%
Madhya Pradesh,2020,2,Samsung,"2,084,294",18%
Madhya Pradesh,2020,2,Oppo,"1,376,782",12%
Madhya Pradesh,2020,2,Realme,"693,404",6%
Madhya Pradesh,2020,2,Motorola,"185,349",2%
Madhya Pradesh,2020,2,Apple,"170,312",1%
Madhya Pradesh,2020,2,Micromax,"147,344",1%
Madhya Pradesh,2020,2,Huawei,"147,224",1%
Madhya Pradesh,2020,2,OnePlus,"139,482",1%
Madhya Pradesh,2020,2,Others,"1,179,417",10%
Madhya Pradesh,2020,3,Xiaomi,"3,292,397",26%
Madhya Pradesh,2020,3,Vivo,"2,556,833",20%
Madhya Pradesh,2020,3,Samsung,"2,278,237",18%
Madhya Pradesh,2020,3,Oppo,"1,539,499",12%
Madhya Pradesh,2020,3,Realme,"799,089",6%
Madhya Pradesh,2020,3,Motorola,"196,221",2%
Madhya Pradesh,2020,3,Apple,"181,092",1%
Madhya Pradesh,2020,3,Huawei,"157,340",1%
Madhya Pradesh,2020,3,Micromax,"157,127",1%
Madhya Pradesh,2020,3,OnePlus,"146,328",1%
Madhya Pradesh,2020,3,Others,"1,260,061",10%
Madhya Pradesh,2020,4,Xiaomi,"3,563,397",26%
Madhya Pradesh,2020,4,Vivo,"2,853,943",21%
Madhya Pradesh,2020,4,Samsung,"2,466,332",18%
Madhya Pradesh,2020,4,Oppo,"1,703,093",12%
Madhya Pradesh,2020,4,Realme,"905,866",7%
Madhya Pradesh,2020,4,Motorola,"206,156",2%
Madhya Pradesh,2020,4,Apple,"195,195",1%
Madhya Pradesh,2020,4,Huawei,"166,594",1%
Madhya Pradesh,2020,4,Micromax,"164,239",1%
Madhya Pradesh,2020,4,Tecno,"157,894",1%
Madhya Pradesh,2020,4,Others,"1,355,238",10%
Madhya Pradesh,2021,1,Xiaomi,"3,826,173",26%
Madhya Pradesh,2021,1,Vivo,"3,171,754",21%
Madhya Pradesh,2021,1,Samsung,"2,620,433",18%
Madhya Pradesh,2021,1,Oppo,"1,846,729",12%
Madhya Pradesh,2021,1,Realme,"1,015,817",7%
Madhya Pradesh,2021,1,Motorola,"211,488",1%
Madhya Pradesh,2021,1,Apple,"210,736",1%
Madhya Pradesh,2021,1,Tecno,"184,784",1%
Madhya Pradesh,2021,1,Huawei,"173,653",1%
Madhya Pradesh,2021,1,Micromax,"165,359",1%
Madhya Pradesh,2021,1,Others,"1,412,501",10%
Madhya Pradesh,2021,2,Xiaomi,"4,052,668",25%
Madhya Pradesh,2021,2,Vivo,"3,483,187",22%
Madhya Pradesh,2021,2,Samsung,"2,757,784",17%
Madhya Pradesh,2021,2,Oppo,"2,001,363",13%
Madhya Pradesh,2021,2,Realme,"1,196,164",8%
Madhya Pradesh,2021,2,Tecno,"240,188",2%
Madhya Pradesh,2021,2,Apple,"228,017",1%
Madhya Pradesh,2021,2,Motorola,"210,526",1%
Madhya Pradesh,2021,2,OnePlus,"182,565",1%
Madhya Pradesh,2021,2,Huawei,"171,485",1%
Madhya Pradesh,2021,2,Others,"1,416,988",9%
